database_name,table_name,original_column_name,column_description,data_format,arbitrary_column_name
european_football_2,Match,away_team_api_id,The API ID of the away team in the match.,integer,F79
european_football_2,Match,home_team_goal,The number of goals scored by the home team in the match.,integer,F710
european_football_2,Match,away_team_goal,The number of goals scored by the away team in the match.,integer,F711
european_football_2,Match,home_player_X1,The home player X1 in the match.,,F712
european_football_2,Match,home_player_X2,The home player X2 in the match.,,F713
european_football_2,Match,home_player_X3,The home player X3 in the match.,,F714
european_football_2,Match,home_player_X4,The home player X4 in the match.,,F715
european_football_2,Match,home_player_X5,The home player X5 in the match.,,F716
european_football_2,Match,home_player_X6,The home player X6 in the match.,,F717
european_football_2,Match,home_player_X7,The home player X7 in the match.,,F718
european_football_2,Match,home_player_X8,The home player X8 in the match.,,F719
european_football_2,Match,home_player_X9,The home player X9 in the match.,,F720
european_football_2,Match,home_player_X10,The home player X10 in the match.,,F721
european_football_2,Match,home_player_X11,The home player X11 in the match.,,F722
european_football_2,Match,away_player_X1,The away player X1 in the match.,,F723
european_football_2,Match,away_player_X2,The away player X2 in the match.,,F724
european_football_2,Match,away_player_X3,The away player X3 in the match.,,F725
european_football_2,Match,away_player_X4,The away player X4 in the match.,,F726
european_football_2,Match,away_player_X5,The away player X5 in the match.,,F727
european_football_2,Match,away_player_X6,The away player X6 in the match.,,F728
european_football_2,Match,away_player_X7,The away player X7 in the match.,,F729
european_football_2,Match,away_player_X8,The away player X8 in the match.,,F730
european_football_2,Match,away_player_X9,The away player X9 in the match.,,F731
european_football_2,Match,away_player_X10,The away player X10 in the match.,,F732
european_football_2,Match,away_player_X11,The away player X11 in the match.,,F733
european_football_2,Match,home_player_Y1,The home player Y1 in the match.,,F734
european_football_2,Match,home_player_Y2,The home player Y2 in the match.,,F735
european_football_2,Match,home_player_Y3,The home player Y3 in the match.,,F736
european_football_2,Match,home_player_Y4,The home player Y4 in the match.,,F737
european_football_2,Match,home_player_Y5,The home player Y5 in the match.,,F738
european_football_2,Match,home_player_Y6,The home player Y6 in the match.,,F739
european_football_2,Match,home_player_Y7,The home player Y7 in the match.,,F740
european_football_2,Match,home_player_Y8,The home player Y8 in the match.,,F741
european_football_2,Match,home_player_Y9,The home player Y9 in the match.,,F742
european_football_2,Match,home_player_Y10,The home player Y10 in the match.,,F743
european_football_2,Match,home_player_Y11,The home player Y11 in the match.,,F744
european_football_2,Match,away_player_Y1,The away player Y1 in the match.,,F745
european_football_2,Match,away_player_Y2,The away player Y2 in the match.,,F746
european_football_2,Match,away_player_Y3,The away player Y3 in the match.,,F747
european_football_2,Match,away_player_Y4,The away player Y4 in the match.,,F748
european_football_2,Match,away_player_Y5,The away player Y5 in the match.,,F749
european_football_2,Match,away_player_Y6,The away player Y6 in the match.,,F750
european_football_2,Match,away_player_Y7,The away player Y7 in the match.,,F751
european_football_2,Match,away_player_Y8,The away player Y8 in the match.,,F752
european_football_2,Match,away_player_Y9,The away player Y9 in the match.,,F753
european_football_2,Match,away_player_Y10,The away player Y10 in the match.,,F754
european_football_2,Match,away_player_Y11,The away player Y11 in the match.,,F755
european_football_2,Match,home_player_1,The ID of the first home player in the match.,,F756
european_football_2,Match,home_player_2,The player ID of the second home team player in the match.,,F757
european_football_2,Match,home_player_3,The ID of the third home player in the match.,,F758
european_football_2,Match,home_player_4,The ID of the fourth home player in the match.,,F759
european_football_2,Match,home_player_5,The ID of the fifth home player in the match.,,F760
european_football_2,Match,home_player_6,The ID of the sixth player in the home team in the match.,,F761
european_football_2,Match,home_player_7,The ID of the seventh player in the home team in the match.,,F762
european_football_2,Match,home_player_8,The ID of the eighth player in the home team in the match.,,F763
european_football_2,Match,home_player_9,The ID of the ninth player on the home team in the match.,,F764
european_football_2,Match,home_player_10,The ID of the 10th player in the home team in the match.,,F765
european_football_2,Match,home_player_11,The ID of the 11th player in the home team in the match.,,F766
european_football_2,Match,away_player_1,The ID of the first away team player in the match.,,F767
european_football_2,Match,away_player_2,The ID of the second away team player in the match.,,F768
european_football_2,Match,away_player_3,The player ID of the third away team player in the match.,,F769
european_football_2,Match,away_player_4,The ID of the fourth away player in the match.,,F770
european_football_2,Match,away_player_5,The ID of the fifth away team player in the match.,,F771
european_football_2,Match,away_player_6,The ID of the sixth away player in the match.,,F772
european_football_2,Match,away_player_7,The ID of the seventh away player in the match.,,F773
european_football_2,Match,away_player_8,The ID of the eighth away player in the match.,,F774
european_football_2,Match,away_player_9,The ID of the ninth away player in the match.,,F775
european_football_2,Match,away_player_10,The ID of the 10th away player in the match.,,F776
european_football_2,Match,away_player_11,The ID of the 11th player on the away team in the match.,,F777
european_football_2,Match,goal,Information of the goals in the match in XML format.,text,F778
european_football_2,Match,shoton,The number of shots on goal during the match.,text,F779
european_football_2,Match,shotoff,The number of shots that were off target during the match.,text,F780
european_football_2,Match,foulcommit,The fouls committed during the match.,text,F781
european_football_2,Match,card,Details about the cards given in the match.,text,F782
european_football_2,Match,cross,The number of balls sent into the opposition team's area from a wide position.,text,F783
european_football_2,Match,corner,Number of corner kicks in the match.,text,F784
european_football_2,Match,possession,Information on the possession is in the match in XML format.,text,F785
european_football_2,Match,B365H,The home win odds from Bet365.,,F786
european_football_2,Match,B365D,The draw odds provided by Bet365.,,F787
european_football_2,Match,B365A,The betting odds for an away team win from Bet365.,,F788
european_football_2,Match,BWH,The BWH column represents the home win odds provided by the Bet&Win (BWin) bookmaker.,,F789
european_football_2,Match,BWD,The draw odds provided by Bet&Win (BWin) for the match.,,F790
european_football_2,Match,BWA,The betting odds for an away team win from Bet&Win (BWin) for the match.,,F791
european_football_2,Match,IWH,The IWH column represents the home win odds provided by the betting company Interwetten.,,F792
european_football_2,Match,IWD,The draw odds from Interwetten.,,F793
european_football_2,Match,IWA,The IWA column represents the odds for an away team win provided by the Interwetten betting company.,,F794
european_football_2,Match,LBH,The home win odds from the betting company Ladbrokes.,,F795
european_football_2,Match,LBD,The draw odds from the betting company Ladbrokes.,,F796
european_football_2,Match,LBA,The LBA column represents the betting odds for an away team win provided by the betting company LB.,,F797
european_football_2,Match,PSH,The home win odds from Pinnacle Sports.,,F798
european_football_2,Match,PSD,The draw odds from Pinnacle Sports.,,F799
european_football_2,Match,PSA,The odds for an away team win from the betting company Pinnacle Sports.,,F7100
european_football_2,Match,WHH,The home win odds from William Hill.,,F7101
european_football_2,Match,WHD,The draw odds from William Hill.,,F7102
european_football_2,Match,WHA,The odds offered by William Hill for an away team win.,,F7103
european_football_2,Match,SJH,The odds for a home win from the Stan James bookmaker.,,F7104
european_football_2,Match,SJD,The odds for a draw according to the Stan James betting company.,,F7105
european_football_2,Match,SJA,The SJA column represents the odds offered by the betting company Stan James for an away team win.,,F7106
european_football_2,Match,VCH,The odds for a home win from the VC Bet bookmaker.,,F7107
european_football_2,Match,VCD,The odds for a draw according to the VC Bet betting company.,,F7108
european_football_2,Match,VCA,The odds for an away team win from the betting company VC Bet.,,F7109
european_football_2,Match,GBH,The home win odds from Gamebookers.,,F7110
european_football_2,Match,GBD,The draw odds from Gamebookers.,,F7111
european_football_2,Match,GBA,The odds offered by Gamebookers for an away team win.,,F7112
european_football_2,Match,BSH,The home win odds from Blue Square.,,F7113
european_football_2,Match,BSD,The draw odds from Blue Square.,,F7114
european_football_2,Match,BSA,The odds offered by Blue Square for an away team win.,,F7115
european_football_2,League,id,This is the unique identifier for each league.,integer,F31
european_football_2,League,country_id,This is the unique identifier for the country associated with the league.,integer,F32
european_football_2,League,name,The name of the league.,text,F33
european_football_2,Country,id,This is the unique identifier for each country.,integer,F41
european_football_2,Country,name,The name of the country.,text,F42
european_football_2,Player_Attributes,id,Unique identifier for each player attribute record.,integer,F11
european_football_2,Player_Attributes,player_fifa_api_id,The unique identifier for a player in the FIFA API.,integer,F12
european_football_2,Player_Attributes,player_api_id,The unique identifier for the player in the API.,integer,F13
european_football_2,Player_Attributes,date,The date when the player's attributes were recorded.,text,F14
european_football_2,Player_Attributes,overall_rating,The overall rating of the player.,integer,F15
european_football_2,Player_Attributes,potential,The potential rating of the player.,integer,F16
european_football_2,Player_Attributes,preferred_foot,The player's preferred foot for playing when attacking.,text,F17
european_football_2,Player_Attributes,attacking_work_rate,The player's attacking work rate.,text,F18
european_football_2,Player_Attributes,defensive_work_rate,The player's defensive work rate.,text,F19
european_football_2,Player_Attributes,crossing,The player's crossing ability score.,integer,F110
european_football_2,Player_Attributes,finishing,The player's ability to finish scoring opportunities.,integer,F111
european_football_2,Player_Attributes,heading_accuracy,The player's accuracy in heading the ball.,integer,F112
european_football_2,Player_Attributes,short_passing,The player's short passing ability score.,integer,F113
european_football_2,Player_Attributes,volleys,The player's volley score.,integer,F114
european_football_2,Player_Attributes,dribbling,The player's dribbling ability score.,integer,F115
european_football_2,Player_Attributes,curve,The player's ability to curve the ball.,integer,F116
european_football_2,Player_Attributes,free_kick_accuracy,The player's accuracy in taking free kicks.,integer,F117
european_football_2,Player_Attributes,long_passing,The player's long passing score.,integer,F118
european_football_2,Player_Attributes,ball_control,The player's ball control score.,integer,F119
european_football_2,Player_Attributes,acceleration,The player's acceleration score.,integer,F120
european_football_2,Player_Attributes,sprint_speed,The player's sprint speed.,integer,F121
european_football_2,Player_Attributes,agility,The player's agility rating.,integer,F122
european_football_2,Player_Attributes,reactions,The player's reactions score.,integer,F123
european_football_2,Player_Attributes,balance,The player's balance score.,integer,F124
european_football_2,Player_Attributes,shot_power,The player's shot power rating.,integer,F125
european_football_2,Player_Attributes,jumping,The player's jumping ability score.,integer,F126
european_football_2,Player_Attributes,stamina,The player's stamina score.,integer,F127
european_football_2,Player_Attributes,strength,The player's strength score.,integer,F128
european_football_2,Player_Attributes,long_shots,The player's long shots score.,integer,F129
european_football_2,Player_Attributes,aggression,The player's aggression score.,integer,F130
european_football_2,Player_Attributes,interceptions,The player's ability to intercept passes.,integer,F131
european_football_2,Player_Attributes,positioning,The player's positioning score.,integer,F132
european_football_2,Player_Attributes,vision,The player's vision score.,integer,F133
european_football_2,Player_Attributes,penalties,The player's penalties score.,integer,F134
european_football_2,Player_Attributes,marking,The player's marking score.,integer,F135
european_football_2,Player_Attributes,standing_tackle,The player's ability to perform standing tackles.,integer,F136
european_football_2,Player_Attributes,sliding_tackle,The player's sliding tackle score.,integer,F137
european_football_2,Player_Attributes,gk_diving,The player's goalkeeping diving ability score.,integer,F138
european_football_2,Player_Attributes,gk_handling,The player's goalkeeping handling score.,integer,F139
european_football_2,Player_Attributes,gk_kicking,The player's goalkeeping kicking score.,integer,F140
european_football_2,Player_Attributes,gk_positioning,The player's goalkeeper positioning score.,integer,F141
european_football_2,Player_Attributes,gk_reflexes,The player's goalkeeping reflexes score.,integer,F142
european_football_2,Team,id,This is the unique identifier for each team.,integer,F51
european_football_2,Team,team_api_id,The unique identifier for the team in the API.,integer,F52
european_football_2,Team,team_fifa_api_id,The unique identifier for the team in the FIFA API.,integer,F53
european_football_2,Team,team_long_name,The full name of the team.,text,F54
european_football_2,Team,team_short_name,The abbreviated name of the team.,text,F55
european_football_2,Team_Attributes,id,Unique identifier for each team attribute record.,integer,F61
european_football_2,Team_Attributes,team_fifa_api_id,The unique identifier for the team in the FIFA API.,integer,F62
european_football_2,Team_Attributes,team_api_id,The unique identifier for the team in the API.,integer,F63
european_football_2,Team_Attributes,date,The date when the team attributes were recorded.,text,F64
european_football_2,Team_Attributes,buildUpPlaySpeed,The score of the build up play speed for the team.,integer,F65
european_football_2,Team_Attributes,buildUpPlaySpeedClass,This is the classification of the team's build-up play speed.,text,F66
european_football_2,Team_Attributes,buildUpPlayDribbling,The tendency or frequency of dribbling during build-up play for the team.,integer,F67
european_football_2,Team_Attributes,buildUpPlayDribblingClass,The dribbling class during the build-up play for the team.,text,F68
european_football_2,Team_Attributes,buildUpPlayPassing,The build up play passing score for the team.,integer,F69
european_football_2,Team_Attributes,buildUpPlayPassingClass,The passing style used by the team during the build-up play.,text,F610
european_football_2,Team_Attributes,buildUpPlayPositioningClass,The degree of organization or freedom of movement a team has in the first two-thirds of the pitch during build-up play.,text,F611
european_football_2,Team_Attributes,chanceCreationPassing,The score of the team's passing strategy during chance creation.,integer,F612
european_football_2,Team_Attributes,chanceCreationPassingClass,The classification of the team's passing strategy during chance creation.,text,F613
european_football_2,Team_Attributes,chanceCreationCrossing,The score of the team's crosses into the box during chance creation.,integer,F614
european_football_2,Team_Attributes,chanceCreationCrossingClass,The classification of the team's crosses into the box during chance creation.,text,F615
european_football_2,Team_Attributes,chanceCreationShooting,The frequency of shooting opportunities created by the team.,integer,F616
european_football_2,Team_Attributes,chanceCreationShootingClass,This is the classification of the team's shooting strategy during chance creation.,text,F617
european_football_2,Team_Attributes,chanceCreationPositioningClass,A team's strategy for player positioning during attacking plays.,text,F618
european_football_2,Team_Attributes,defencePressure,Indicates the level of pressure applied by the team's defense.,integer,F619
european_football_2,Team_Attributes,defencePressureClass,The classification of the team's defensive pressure strategy.,text,F620
european_football_2,Team_Attributes,defenceAggression,The level of aggression in a team's defensive tactics.,integer,F621
european_football_2,Team_Attributes,defenceAggressionClass,The classification of a team's defensive aggression level.,text,F622
european_football_2,Team_Attributes,defenceTeamWidth,The width of the team's defensive formation.,integer,F623
european_football_2,Team_Attributes,defenceTeamWidthClass,The classification of the team's defensive width strategy.,text,F624
european_football_2,Team_Attributes,defenceDefenderLineClass,Classification of the defensive line strategy.,text,F625
thrombosis_prediction,Examination,ID,The unique identifier for the patient that has been examined.,integer,G01
thrombosis_prediction,Examination,Examination Date,The date when the examination was conducted.,date,G02
thrombosis_prediction,Examination,aCL IgG,This is the concentration of anti-Cardiolipin antibody (IgG) observed in the examination of the patient.,real,G03
thrombosis_prediction,Examination,aCL IgM,The anti-Cardiolipin antibody (IgM) concentration observed in the examination of the patient.,real,G04
thrombosis_prediction,Examination,ANA,The concentration of anti-nucleus antibodies observed in the examination of the patient.,integer,G05
thrombosis_prediction,Examination,ANA Pattern,The pattern observed in the ANA examination.,text,G06
thrombosis_prediction,Examination,aCL IgA,The concentration of anti-Cardiolipin antibody (IgA) observed in the examination of the patient.,integer,G07
thrombosis_prediction,Examination,Diagnosis,The diagnosis given after the examination of the patient.,text,G08
thrombosis_prediction,Examination,KCT,The measure of degree of coagulation observed in the examination of the patient.,text,G09
thrombosis_prediction,Examination,RVVT,This is a measure of the degree of coagulation observed in the examination of the patient.,text,G010
thrombosis_prediction,Examination,LAC,The presence of lupus anticoagulant (LAC) observed in the examination of the patient.,text,G011
thrombosis_prediction,Examination,Symptoms,Details about other symptoms observed in the examination of the patient.,text,G012
thrombosis_prediction,Examination,Thrombosis,The degree of thrombosis observed in the examination of the patient.,integer,G013
thrombosis_prediction,Laboratory,ID,Identification of the patient assosiated with the laboratory test.,integer,G21
thrombosis_prediction,Laboratory,Date,The date of the laboratory tests.,date,G22
thrombosis_prediction,Laboratory,GOT,The AST glutamic oxaloacetic transaminase level observed in the laboratory test.,integer,G23
thrombosis_prediction,Laboratory,GPT,The level of ALT glutamic pyruvic transaminase observed in the laboratory test.,integer,G24
thrombosis_prediction,Laboratory,LDH,This is the lactate dehydrogenase level observed in the laboratory test.,integer,G25
thrombosis_prediction,Laboratory,ALP,The level of alkaline phosphatase enzyme observed in the laboratory test.,integer,G26
thrombosis_prediction,Laboratory,TP,The total protein level in the blood observed in the laboratory test.,real,G27
thrombosis_prediction,Laboratory,ALB,The concentration of albumin in the blood observed in the laboratory test.,real,G28
thrombosis_prediction,Laboratory,UA,The uric acid level observed in the laboratory test.,real,G29
thrombosis_prediction,Laboratory,UN,The concentration of urea nitrogen in the blood observed in the laboratory test.,integer,G210
thrombosis_prediction,Laboratory,CRE,The creatinine level in the blood observed in the laboratory test.,real,G211
thrombosis_prediction,Laboratory,T-BIL,The total bilirubin level in the blood observed in the laboratory test.,real,G212
thrombosis_prediction,Laboratory,T-CHO,The total cholesterol level observed in the laboratory test.,integer,G213
thrombosis_prediction,Laboratory,TG,This is the triglyceride level observed in the laboratory test.,integer,G214
thrombosis_prediction,Laboratory,CPK,Creatinine phosphokinase levels observed in the laboratory test.,integer,G215
thrombosis_prediction,Laboratory,GLU,The blood glucose level observed in the laboratory test.,integer,G216
thrombosis_prediction,Laboratory,WBC,White blood cell count observed in the laboratory test.,real,G217
thrombosis_prediction,Laboratory,RBC,The count of red blood cells observed in the laboratory test.,real,G218
thrombosis_prediction,Laboratory,HGB,The hemoglobin level in the blood observed in the laboratory test.,real,G219
thrombosis_prediction,Laboratory,HCT,The percentage of red blood cells in the blood observed in the laboratory test.,real,G220
thrombosis_prediction,Laboratory,PLT,The platelet count observed in the laboratory test.,integer,G221
thrombosis_prediction,Laboratory,PT,The prothrombin time observed in the laboratory test.,real,G222
thrombosis_prediction,Laboratory,APTT,The activated partial prothrombin time observed in the laboratory test.,integer,G223
thrombosis_prediction,Laboratory,FG,The fibrinogen level observed in the laboratory test.,real,G224
thrombosis_prediction,Laboratory,PIC,The PIC observed in the laboratory test.,,G225
thrombosis_prediction,Laboratory,TAT,The turnaround time (TAT) observed in the laboratory test.,,G226
thrombosis_prediction,Laboratory,TAT2,The TAT2 observed in the laboratory test.,,G227
thrombosis_prediction,Laboratory,U-PRO,The presence of protein in urine observed in the patient's laboratory test.,text,G228
thrombosis_prediction,Laboratory,IGG,The IgG level observed in the patient's laboratory test.,integer,G229
thrombosis_prediction,Laboratory,IGA,The Ig A level observed in the patient's laboratory test.,integer,G230
thrombosis_prediction,Laboratory,IGM,The IgM level observed in the patient's laboratory test.,integer,G231
thrombosis_prediction,Laboratory,CRP,C-reactive protein observed in the patient's laboratory test.,text,G232
thrombosis_prediction,Laboratory,RA,The Rhuematoid Athritis indicator observed in the laboratory test.,text,G233
thrombosis_prediction,Laboratory,RF,The Rhuematoid Factor observed in the laboratory test.,text,G234
thrombosis_prediction,Laboratory,C3,The level of complement 3 protein in the blood observed in the patient's laboratory test.,integer,G235
thrombosis_prediction,Laboratory,C4,The level of complement 4 in the blood observed in the patient's laboratory test.,integer,G236
thrombosis_prediction,Laboratory,RNP,The anti-ribonuclear protein levels observed in the patient's laboratory test.,text,G237
thrombosis_prediction,Laboratory,SM,The presence of anti-SM antibodies observed in the patient's laboratory test.,text,G238
thrombosis_prediction,Laboratory,SC170,The presence of anti-scl70 antibodies observed in the patient's laboratory test.,text,G239
thrombosis_prediction,Laboratory,SSA,The anti-SSA antibody levels observed in the patient's laboratory test.,text,G240
thrombosis_prediction,Laboratory,SSB,The presence of anti-SSB antibodies observed in the patient's laboratory test.,text,G241
thrombosis_prediction,Laboratory,CENTROMEA,The presence of anti-centromere antibodies observed in the patient's laboratory test.,text,G242
thrombosis_prediction,Laboratory,DNA,The anti-DNA levels observed in the patient's laboratory test.,text,G243
thrombosis_prediction,Laboratory,DNA-II,The anti-DNA level measured in the patient's laboratory tests.,integer,G244
thrombosis_prediction,Patient,ID,This is the unique identifier for each patient.,integer,G11
thrombosis_prediction,Patient,SEX,The sex of the patient.,text,G12
thrombosis_prediction,Patient,Birthday,The date of birth of the patient.,date,G13
thrombosis_prediction,Patient,Description,The date when the patient's data was last updated.,date,G14
thrombosis_prediction,Patient,First Date,The date when a patient first visited the hospital.,date,G15
thrombosis_prediction,Patient,Admission,Indicates whether the patient was admitted to the hospital (+) or followed at the outpatient clinic (-).,text,G16
thrombosis_prediction,Patient,Diagnosis,The diagnosis of the patient.,text,G17
toxicology,bond,bond_id,Unique identifier representing bonds within a molecule.,text,H11
toxicology,bond,molecule_id,Identifies the molecule in which the bond appears.,text,H12
toxicology,bond,bond_type,The type of bond between atoms.,text,H13
toxicology,molecule,molecule_id,Unique identifier for each molecule.,text,H31
toxicology,molecule,label,Indicates whether this molecule is carcinogenic.,text,H32
toxicology,atom,atom_id,The unique identifier for each atom.,text,H01
toxicology,atom,molecule_id,Identifies the molecule to which the atom belongs.,text,H02
toxicology,atom,element,The chemical element to which the atom belongs.,text,H03
toxicology,connected,atom_id,The ID of the first atom in a bond connection.,text,H21
toxicology,connected,atom_id2,The ID of the second atom in a bond connection.,text,H22
toxicology,connected,bond_id,Identifier for the bond between two atoms.,text,H23
student_club,income,income_id,A unique identifier for each income record.,text,I61
student_club,income,date_received,The date the income was received.,text,I62
student_club,income,amount,The amount of funds received.,integer,I63
student_club,income,source,"The source of the income, such as dues or fundraising activities.",text,I64
student_club,income,notes,Details about the receipt of funds.,text,I65
student_club,income,link_to_member,Reference to the member who is associated with the income.,text,I66
student_club,budget,budget_id,A unique identifier for each budget entry.,text,I41
student_club,budget,category,"The area for which the budgeted amount is allocated, such as advertisement, food, or parking.",text,I42
student_club,budget,spent,The total amount spent in the budgeted category for an event.,real,I43
student_club,budget,remaining,The remaining budget after expenditures for the specified category and event.,real,I44
student_club,budget,amount,The total budgeted amount for the specified category and event.,integer,I45
student_club,budget,event_status,The status of the event associated with the budget entry.,text,I46
student_club,budget,link_to_event,The unique identifier of the event associated with the budget entry.,text,I47
student_club,attendance,link_to_event,The unique identifier of the event linked to the attendance record.,text,I31
student_club,attendance,link_to_member,The unique identifier of the member that attended the event.,text,I32
student_club,event,event_id,A unique identifier for each event.,text,I01
student_club,event,event_name,The name of the event.,text,I02
student_club,event,event_date,The date the event took place or is scheduled to take place.,text,I03
student_club,event,type,"The kind of event, such as game, social, election, meeting, or guest speaker.",text,I04
student_club,event,notes,A free text field for any notes about the event.,text,I05
student_club,event,location,Address where the event was held or is to be held.,text,I06
student_club,event,status,"The status of the event, indicating if it is in planning, opened, or closed.",text,I07
student_club,expense,expense_id,Unique identifier for each expense.,text,I51
student_club,expense,expense_description,A textual description of the expense items or services for which the money was spent.,text,I52
student_club,expense,expense_date,The date the expense was incurred.,text,I53
student_club,expense,cost,The dollar amount spent on an expense.,real,I54
student_club,expense,approved,A true or false value indicating if the expense was approved.,text,I55
student_club,expense,link_to_member,The member who incurred the expense.,text,I56
student_club,expense,link_to_budget,The unique identifier of the budget record associated with the expense.,text,I57
student_club,major,major_id,A unique identifier for each major.,text,I11
student_club,major,major_name,The name of the major.,text,I12
student_club,major,department,The name of the department that offers the major.,text,I13
student_club,major,college,The name of the college that houses the department offering the major.,text,I14
student_club,member,member_id,Unique identifier for each member.,text,I71
student_club,member,first_name,The member's first name.,text,I72
student_club,member,last_name,The last name of the member.,text,I73
student_club,member,email,The email address of the member.,text,I74
student_club,member,position,The role or title the member holds within the club.,text,I75
student_club,member,t_shirt_size,The size of the t-shirt that the member prefers.,text,I76
student_club,member,phone,The primary phone number to contact the member.,text,I77
student_club,member,zip,The zip code of the member's hometown.,integer,I78
student_club,member,link_to_major,The unique identifier for the major associated with the member. References the Major table.,text,I79
student_club,zip_code,zip_code,The ZIP code itself. A five-digit number identifying a US post office or delivery area.,integer,I21
student_club,zip_code,type,"The classification of the ZIP code, such as Standard, PO Box, or Unique.",text,I22
student_club,zip_code,city,The city to which the ZIP code pertains.,text,I23
student_club,zip_code,county,The county to which the ZIP pertains.,text,I24
student_club,zip_code,state,The name of the state to which the ZIP pertains.,text,I25
student_club,zip_code,short_state,The standard two-letter abbreviation of the state.,text,I26
superhero,gender,id,Unique identifier for the gender.,integer,J31
superhero,gender,gender,The name of the gender of the superhero.,text,J32
superhero,superpower,id,This is the unique identifier for each superpower.,integer,J81
superhero,superpower,power_name,The name of the superpower.,text,J82
superhero,publisher,id,The unique identifier of the publisher.,integer,J41
superhero,publisher,publisher_name,The name of the publisher.,text,J42
superhero,superhero,id,This is the unique identifier for each superhero.,integer,J61
superhero,superhero,superhero_name,The name of the superhero.,text,J62
superhero,superhero,full_name,The full name of the superhero.,text,J63
superhero,superhero,gender_id,The identifier for the gender of the superhero.,integer,J64
superhero,superhero,eye_colour_id,The identifier for the superhero's eye color.,integer,J65
superhero,superhero,hair_colour_id,The identifier for the superhero's hair color.,integer,J66
superhero,superhero,skin_colour_id,The ID of the superhero's skin color.,integer,J67
superhero,superhero,race_id,The identifier for the superhero's race.,integer,J68
superhero,superhero,publisher_id,The identifier for the publisher associated with the superhero.,integer,J69
superhero,superhero,alignment_id,The id of the superhero's alignment. This references the id in the alignment table.,integer,J610
superhero,superhero,height_cm,The height of the superhero in centimeters.,integer,J611
superhero,superhero,weight_kg,The weight of the superhero in kilograms.,integer,J612
superhero,colour,id,Unique identifier for each color.,integer,J21
superhero,colour,colour,The name of the colour.,text,J22
superhero,attribute,id,The unique identifier of the attribute.,integer,J11
superhero,attribute,attribute_name,The name of the attribute.,text,J12
superhero,hero_power,hero_id,The ID of the superhero associated with the superpower.,integer,J91
superhero,hero_power,power_id,The ID of the superpower. Maps to superpower(id).,integer,J92
superhero,race,id,The unique identifier for each race.,integer,J51
superhero,race,race,The name of the superhero's race.,text,J52
superhero,alignment,id,Unique identifier for the alignment.,integer,J01
superhero,alignment,alignment,The alignment of the superhero (Good/Bad).,text,J02
superhero,hero_attribute,hero_id,The ID of the superhero that has the attribute.,,J71
superhero,hero_attribute,attribute_id,The id of the attribute. Maps to attribute(id).,,J72
superhero,hero_attribute,attribute_value,The value representing the magnitude of a specific attribute for a superhero.,,J73
codebase_community,postLinks,Id,This is the unique identifier for each post link.,integer,K31
codebase_community,postLinks,CreationDate,The creation date of the post link.,datetime,K32
codebase_community,postLinks,PostId,The ID of the post associated with the link.,integer,K33
codebase_community,postLinks,RelatedPostId,The ID of the post that is related to the current post.,integer,K34
codebase_community,postLinks,LinkTypeId,The identifier for the type of link between posts.,integer,K35
codebase_community,postHistory,Id,The unique identifier for each post history entry.,integer,K21
codebase_community,postHistory,PostHistoryTypeId,The identifier for the type of post history event.,integer,K22
codebase_community,postHistory,PostId,The unique identifier of the post associated with the post history entry.,integer,K23
codebase_community,postHistory,RevisionGUID,The revision globally unique identifier of the post.,integer,K24
codebase_community,postHistory,CreationDate,The date and time when the post history record was created.,datetime,K25
codebase_community,postHistory,UserId,The ID of the user who made the post history entry.,integer,K26
codebase_community,postHistory,Text,The content of the post at the time of the revision.,text,K27
codebase_community,postHistory,Comment,Additional comments or notes related to the post history.,text,K28
codebase_community,postHistory,UserDisplayName,The display name of the user who made the post history entry.,text,K29
codebase_community,badges,Id,This is the unique identifier for each badge.,integer,K01
codebase_community,badges,UserId,The unique identifier of the user who received the badge.,integer,K02
codebase_community,badges,Name,The name of the badge the user obtained.,text,K03
codebase_community,badges,Date,The date that the user obtained the badge.,datetime,K04
codebase_community,posts,Id,This is the unique identifier for each post.,integer,K41
codebase_community,posts,PostTypeId,The identifier for the type of post.,integer,K42
codebase_community,posts,AcceptedAnswerId,The accepted answer id of the post.,integer,K43
codebase_community,posts,CreaionDate,The creation date of the post.,datetime,K44
codebase_community,posts,Score,The score of the post.,integer,K45
codebase_community,posts,ViewCount,The number of times the post has been viewed.,integer,K46
codebase_community,posts,Body,The body of the post.,text,K47
codebase_community,posts,OwnerUserId,The ID of the user who owns the post.,integer,K48
codebase_community,posts,LasActivityDate,The last recorded activity date for the post.,datetime,K49
codebase_community,posts,Title,The title of the post.,text,K410
codebase_community,posts,Tags,The tags associated with the post.,text,K411
codebase_community,posts,AnswerCount,The total number of answers for the post.,integer,K412
codebase_community,posts,CommentCount,The total number of comments associated with the post.,integer,K413
codebase_community,posts,FavoriteCount,The total number of times the post has been marked as a favorite by users.,integer,K414
codebase_community,posts,LastEditorUserId,The ID of the last user who edited the post.,integer,K415
codebase_community,posts,LastEditDate,The date and time when the post was last edited.,datetime,K416
codebase_community,posts,CommunityOwnedDate,The date when the post was marked as community-owned.,datetime,K417
codebase_community,posts,ParentId,"The ID of the parent post, indicating a hierarchical relationship between posts.",integer,K418
codebase_community,posts,ClosedDate,The date when the post was closed.,data_format,K419
codebase_community,posts,OwnerDisplayName,The display name of the post owner.,text,K420
codebase_community,posts,LastEditorDisplayName,The display name of the last editor of the post.,text,K421
codebase_community,users,Id,This is the unique identifier for each user.,integer,K61
