,question_id,sql_gold_with,sql_pred_with,sql_pred_without,execution_accuracy_with,execution_accuracy_without,db_id,question,SQL
36,557,"SELECT CAST(SUM(IIF(T2.Age > 65, 1, 0)) AS REAL) * 100 / COUNT(T1.Id) FROM posts AS T1 INNER JOIN users AS T2 ON T1.OwnerUserId = T2.Id WHERE T1.Score > 20","SELECT (COUNT(DISTINCT p.Id) / t.total) * 100 AS percentage
FROM posts p
JOIN users u ON p.OwnerUserId = u.Id
JOIN (SELECT COUNT(*) AS total 
      FROM posts 
      WHERE Score > 20) t
WHERE p.Score > 20 AND u.Age > 60;","SELECT 
    (COUNT(CASE WHEN u.Age >= 60 THEN 1 END) * 100.0 / COUNT(p.Id)) AS PercentageOfPostsByElderUsers
FROM 
    posts p
JOIN 
    users u ON p.OwnerUserId = u.Id
WHERE 
    p.Score > 20;",1,0,codebase_community,"Among the posts with a score of over 20, what is the percentage of them being owned by an elder user?","SELECT CAST(SUM(IIF(T2.Age > 65, 1, 0)) AS REAL) * 100 / COUNT(T1.Id) FROM posts AS T1 INNER JOIN users AS T2 ON T1.OwnerUserId = T2.Id WHERE T1.Score > 20"
37,564,SELECT T2.Text FROM posts AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.PostId WHERE T1.ParentId = 107829 AND T1.CommentCount = 1,"SELECT c.Text 
FROM comments c
JOIN posts p ON c.PostId = p.Id
WHERE p.ParentId = 107829
LIMIT 1;",SELECT Text FROM comments WHERE PostId = 107829 LIMIT 1;,1,0,codebase_community,Give the only one comment text of the post with parent id 107829.,SELECT T2.Text FROM posts AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.PostId WHERE T1.ParentId = 107829 AND T1.CommentCount = 1
38,569,SELECT COUNT(T1.Id) FROM posts AS T1 INNER JOIN votes AS T2 ON T1.Id = T2.PostId WHERE T1.Title LIKE '%data visualization%',"SELECT COUNT(*) 
FROM posts 
JOIN votes ON posts.Id = votes.PostId 
WHERE posts.Title LIKE '%data visualization%'","SELECT COUNT(*) 
FROM votes 
WHERE PostId = (SELECT Id FROM posts WHERE Title LIKE '%data visualization%')",1,0,codebase_community,Give the number of votes for the post about data visualization.,SELECT COUNT(T1.Id) FROM posts AS T1 INNER JOIN votes AS T2 ON T1.Id = T2.PostId WHERE T1.Title LIKE '%data visualization%'
39,594,"SELECT T2.Id, T2.Reputation FROM comments AS T1 INNER JOIN users AS T2 ON T1.UserId = T2.Id WHERE T1.PostId = 1","SELECT p.OwnerUserId, u.Reputation
FROM posts p
JOIN users u ON p.OwnerUserId = u.Id
WHERE p.Id = 1;","SELECT u.DisplayName, u.Reputation
FROM users u
JOIN posts p ON u.Id = p.OwnerUserId
WHERE p.Id = 1;",1,0,codebase_community,Which user created post ID 1 and what is the reputation of this user?,"SELECT T2.Id, T2.Reputation FROM comments AS T1 INNER JOIN users AS T2 ON T1.UserId = T2.Id WHERE T1.PostId = 1"
40,604,"SELECT AVG(T1.UpVotes), AVG(T1.Age) FROM users AS T1 INNER JOIN ( SELECT OwnerUserId, COUNT(*) AS post_count FROM posts GROUP BY OwnerUserId HAVING post_count > 10) AS T2 ON T1.Id = T2.OwnerUserId","SELECT AVG(u.UpVotes) AS average_up_votes, AVG(u.Age) AS average_age
FROM users u
WHERE (SELECT COUNT(*) FROM posts p WHERE p.OwnerUserId = u.Id) > 10;","SELECT AVG(u.UpVotes) AS AverageUpVotes, AVG(u.Age) AS AverageUserAge
FROM users u
JOIN posts p ON u.Id = p.OwnerUserId
GROUP BY u.Id
HAVING COUNT(p.Id) > 10;",1,0,codebase_community,What is the average of the up votes and the average user age for users creating more than 10 posts?,"SELECT AVG(T1.UpVotes), AVG(T1.Age) FROM users AS T1 INNER JOIN ( SELECT OwnerUserId, COUNT(*) AS post_count FROM posts GROUP BY OwnerUserId HAVING post_count > 10) AS T2 ON T1.Id = T2.OwnerUserId"
41,629,"SELECT CAST(SUM(IIF(STRFTIME('%Y', CreationDate) = '2010', 1, 0)) AS REAL) / SUM(IIF(STRFTIME('%Y', CreationDate) = '2011', 1, 0)) FROM votes","SELECT CAST(SUM(CASE WHEN strftime('%Y', CreationDate) = '2010' THEN 1 ELSE 0 END) AS FLOAT) / 
       SUM(CASE WHEN strftime('%Y', CreationDate) = '2011' THEN 1 ELSE 0 END) AS VoteRatio
FROM votes;","SELECT 
    (SUM(CASE WHEN YEAR(CreationDate) = 2010 THEN 1 ELSE 0 END) * 1.0 / 
     SUM(CASE WHEN YEAR(CreationDate) = 2011 THEN 1 ELSE 0 END)) AS Vote_Ratio
FROM votes",1,0,codebase_community,Calculate the ratio of votes in 2010 and 2011.,"SELECT CAST(SUM(IIF(STRFTIME('%Y', CreationDate) = '2010', 1, 0)) AS REAL) / SUM(IIF(STRFTIME('%Y', CreationDate) = '2011', 1, 0)) FROM votes"
42,650,"SELECT T1.LastAccessDate, T1.Location FROM users AS T1 INNER JOIN badges AS T2 ON T1.Id = T2.UserId WHERE T2.Name = 'outliers'","SELECT u.LastAccessDate, u.Location
FROM users u
JOIN badges b ON u.Id = b.UserId
WHERE b.Name = 'outliers';","SELECT u.LastAccessDate, u.Location
FROM users u
JOIN badges b ON u.Id = b.UserId
WHERE b.Name = 'Outliers';",1,0,codebase_community,Describe the last accessed date and location of the users who received the outliers badge.,"SELECT T1.LastAccessDate, T1.Location FROM users AS T1 INNER JOIN badges AS T2 ON T1.Id = T2.UserId WHERE T2.Name = 'outliers'"
43,658,SELECT Title FROM posts ORDER BY ViewCount DESC LIMIT 5,"SELECT Title 
FROM posts 
ORDER BY ViewCount DESC 
LIMIT 5;","SELECT Title 
FROM posts 
ORDER BY Score DESC 
LIMIT 5;",1,0,codebase_community,What are the titles of the top 5 posts with the highest popularity?,SELECT Title FROM posts ORDER BY ViewCount DESC LIMIT 5
44,721,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T2.colour = 'Blue',"SELECT COUNT(*) 
FROM superhero 
WHERE eye_colour_id = (SELECT id FROM colour WHERE colour = 'Blue');","SELECT COUNT(*) 
FROM superhero 
WHERE eye_colour_id = (SELECT id FROM colour WHERE colour = 'blue')",1,0,superhero,How many superheroes have blue eyes?,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T2.colour = 'Blue'
45,723,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN hero_power AS T2 ON T1.id = T2.hero_id INNER JOIN superpower AS T3 ON T2.power_id = T3.id INNER JOIN colour AS T4 ON T1.eye_colour_id = T4.id WHERE T3.power_name = 'Agility' AND T4.colour = 'Blue',"SELECT COUNT(*) 
FROM superhero s
JOIN colour c ON s.eye_colour_id = c.id
JOIN hero_power hp ON s.id = hp.hero_id
JOIN superpower sp ON hp.power_id = sp.id
WHERE c.colour = 'Blue' AND sp.power_name = 'Agility';","SELECT COUNT(*) 
FROM superhero s
JOIN colour c ON s.eye_colour_id = c.id
JOIN hero_power hp ON s.id = hp.hero_id
JOIN superpower sp ON hp.power_id = sp.id
WHERE c.colour = 'blue' AND sp.power_name = 'Agility'",1,0,superhero,"Among the superheroes with blue eyes, how many of them have the super power of ""Agility""?",SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN hero_power AS T2 ON T1.id = T2.hero_id INNER JOIN superpower AS T3 ON T2.power_id = T3.id INNER JOIN colour AS T4 ON T1.eye_colour_id = T4.id WHERE T3.power_name = 'Agility' AND T4.colour = 'Blue'
46,736,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id INNER JOIN attribute AS T3 ON T2.attribute_id = T3.id WHERE T3.attribute_name = 'Intelligence' ORDER BY T2.attribute_value LIMIT 1,"SELECT superhero_name 
FROM superhero 
JOIN hero_attribute ON superhero.id = hero_attribute.hero_id 
JOIN attribute ON hero_attribute.attribute_id = attribute.id 
WHERE attribute.attribute_name = 'Intelligence' 
ORDER BY hero_attribute.attribute_value ASC 
LIMIT 1;","SELECT s.superhero_name
FROM superhero s
JOIN hero_attribute ha ON s.id = ha.hero_id
JOIN attribute a ON ha.attribute_id = a.id
WHERE a.attribute_name = 'intelligence'
ORDER BY ha.attribute_value ASC
LIMIT 1;",1,0,superhero,Who is the dumbest superhero?,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id INNER JOIN attribute AS T3 ON T2.attribute_id = T3.id WHERE T3.attribute_name = 'Intelligence' ORDER BY T2.attribute_value LIMIT 1
47,756,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id WHERE T2.alignment = 'Bad',"SELECT COUNT(*) 
FROM superhero 
WHERE alignment_id = (SELECT id FROM alignment WHERE alignment = 'Bad');","SELECT COUNT(*) 
FROM superhero 
WHERE alignment_id = (SELECT id FROM alignment WHERE alignment = 'bad')",1,0,superhero,How many bad superheroes are there?,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id WHERE T2.alignment = 'Bad'
48,760,SELECT CAST(COUNT(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T1.height_cm BETWEEN 150 AND 180,"SELECT 
    (COUNT(*) * 100.0 / (SELECT COUNT(*) FROM superhero WHERE height_cm BETWEEN 150 AND 180)) AS percentage
FROM 
    superhero
INNER JOIN 
    publisher ON superhero.publisher_id = publisher.id
WHERE 
    publisher.publisher_name = 'Marvel Comics'
    AND superhero.height_cm BETWEEN 150 AND 180;","SELECT 
    ROUND(
        (COUNT(*) * 100.0 / (SELECT COUNT(*) FROM superhero WHERE height_cm BETWEEN 150 AND 180)), 2
    ) AS percentage
FROM 
    superhero
JOIN 
    publisher ON superhero.publisher_id = publisher.id
WHERE 
    publisher.publisher_name = 'Marvel Comics' 
    AND superhero.height_cm BETWEEN 150 AND 180;",1,0,superhero,"In superheroes with height between 150 to 180, what is the percentage of heroes published by Marvel Comics?",SELECT CAST(COUNT(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T1.height_cm BETWEEN 150 AND 180
49,765,SELECT COUNT(T1.hero_id) FROM hero_power AS T1 INNER JOIN superpower AS T2 ON T1.power_id = T2.id WHERE T2.power_name = 'Stealth',"SELECT COUNT(DISTINCT hero_id)
FROM hero_power
JOIN superpower ON hero_power.power_id = superpower.id
WHERE superpower.power_name = 'Stealth';","SELECT COUNT(*) 
FROM superhero s
JOIN hero_power hp ON s.id = hp.hero_id
JOIN superpower sp ON hp.power_id = sp.id
WHERE sp.power_name = 'stealth'",1,0,superhero,How many heroes have stealth power?,SELECT COUNT(T1.hero_id) FROM hero_power AS T1 INNER JOIN superpower AS T2 ON T1.power_id = T2.id WHERE T2.power_name = 'Stealth'
50,770,SELECT T2.colour FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T1.full_name = 'Abraham Sapien',"SELECT colour.colour 
FROM superhero 
JOIN colour ON superhero.eye_colour_id = colour.id 
WHERE superhero.full_name = 'Abraham Sapien';","SELECT c.colour
FROM superhero s
JOIN colour c ON s.eye_colour_id = c.id
WHERE s.superhero_name = 'Abraham Sapien';",1,0,superhero,What is the eyes colour of Abraham Sapien?,SELECT T2.colour FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T1.full_name = 'Abraham Sapien'
51,785,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id WHERE T2.alignment = 'Neutral',"SELECT superhero_name
FROM superhero
JOIN alignment ON superhero.alignment_id = alignment.id
WHERE alignment.alignment = 'Neutral';","SELECT hero.superhero_name
FROM superhero AS hero
JOIN alignment AS align ON hero.alignment_id = align.id
WHERE align.alignment = 'neutral';",1,0,superhero,Describe the names of neutral alignment superheroes.,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id WHERE T2.alignment = 'Neutral'
52,795,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id WHERE T2.alignment = 'Neutral',"SELECT COUNT(*) 
FROM superhero 
JOIN alignment ON superhero.alignment_id = alignment.id 
WHERE alignment.alignment = 'Neutral';","SELECT COUNT(*) 
FROM superhero 
JOIN alignment ON superhero.alignment_id = alignment.id 
WHERE alignment.alignment = 'neutral'",1,0,superhero,How many superheroes have a neutral alignment?,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id WHERE T2.alignment = 'Neutral'
53,797,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id INNER JOIN colour AS T3 ON T1.hair_colour_id = T3.id WHERE T2.colour = 'Blue' AND T3.colour = 'Brown',"SELECT su.superhero_name
FROM superhero su
JOIN colour ec ON su.eye_colour_id = ec.id
JOIN colour hc ON su.hair_colour_id = hc.id
WHERE ec.colour = 'Blue' AND hc.colour = 'Brown';","SELECT superhero_name 
FROM superhero 
WHERE eye_colour_id = (SELECT id FROM colour WHERE colour = 'blue') 
AND hair_colour_id = (SELECT id FROM colour WHERE colour = 'brown');",1,0,superhero,Which superheroes have blue eyes with brown hair?,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id INNER JOIN colour AS T3 ON T1.hair_colour_id = T3.id WHERE T2.colour = 'Blue' AND T3.colour = 'Brown'
54,813,SELECT AVG(T1.attribute_value) FROM hero_attribute AS T1 INNER JOIN superhero AS T2 ON T1.hero_id = T2.id INNER JOIN alignment AS T3 ON T2.alignment_id = T3.id WHERE T3.alignment = 'Neutral',"SELECT AVG(ha.attribute_value)
FROM hero_attribute ha
JOIN superhero s ON ha.hero_id = s.id
JOIN alignment a ON s.alignment_id = a.id
WHERE a.alignment = 'Neutral';","SELECT AVG(hero_attribute.attribute_value)
FROM hero_attribute
JOIN superhero ON hero_attribute.hero_id = superhero.id
JOIN alignment ON superhero.alignment_id = alignment.id
WHERE alignment.alignment = 'neutral';",1,0,superhero,Calculate the average attribute value of all neutral superheroes.,SELECT AVG(T1.attribute_value) FROM hero_attribute AS T1 INNER JOIN superhero AS T2 ON T1.hero_id = T2.id INNER JOIN alignment AS T3 ON T2.alignment_id = T3.id WHERE T3.alignment = 'Neutral'
55,814,SELECT DISTINCT T2.colour FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.skin_colour_id = T2.id INNER JOIN hero_attribute AS T3 ON T1.id = T3.hero_id WHERE T3.attribute_value = 100,"SELECT DISTINCT colour.colour
FROM hero_attribute
JOIN superhero ON hero_attribute.hero_id = superhero.id
JOIN colour ON superhero.skin_colour_id = colour.id
WHERE hero_attribute.attribute_value = 100;","SELECT colour.colour 
FROM superhero 
JOIN colour ON superhero.skin_colour_id = colour.id 
JOIN hero_attribute ON superhero.id = hero_attribute.hero_id 
WHERE hero_attribute.attribute_value = 100;",1,0,superhero,List the skin colour of the superheroes with 100 attribute value.,SELECT DISTINCT T2.colour FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.skin_colour_id = T2.id INNER JOIN hero_attribute AS T3 ON T1.id = T3.hero_id WHERE T3.attribute_value = 100
56,817,SELECT T3.race FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.hair_colour_id = T2.id INNER JOIN race AS T3 ON T1.race_id = T3.id INNER JOIN gender AS T4 ON T1.gender_id = T4.id WHERE T2.colour = 'Blue' AND T4.gender = 'Male',"SELECT race.race
FROM superhero
JOIN race ON superhero.race_id = race.id
JOIN colour hair_colour ON superhero.hair_colour_id = hair_colour.id
JOIN gender ON superhero.gender_id = gender.id
WHERE gender.gender = 'Male' AND hair_colour.colour = 'Blue';","SELECT race.race 
FROM superhero
JOIN gender ON superhero.gender_id = gender.id
JOIN colour hair ON superhero.hair_colour_id = hair.id
JOIN race ON superhero.race_id = race.id
WHERE gender.gender = 'male' AND hair.colour = 'blue';",1,0,superhero,Give the race of the blue-haired male superhero.,SELECT T3.race FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.hair_colour_id = T2.id INNER JOIN race AS T3 ON T1.race_id = T3.id INNER JOIN gender AS T4 ON T1.gender_id = T4.id WHERE T2.colour = 'Blue' AND T4.gender = 'Male'
57,818,SELECT CAST(COUNT(CASE WHEN T3.gender = 'Female' THEN T1.id ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id INNER JOIN gender AS T3 ON T1.gender_id = T3.id WHERE T2.alignment = 'Bad',"SELECT
    (COUNT(s.id) * 100.0 / (SELECT COUNT(*) FROM superhero s2 WHERE s2.alignment_id = (SELECT id FROM alignment WHERE alignment = 'Bad'))) AS female_percentage
FROM
    superhero s
JOIN
    gender g ON s.gender_id = g.id
WHERE
    s.alignment_id = (SELECT id FROM alignment WHERE alignment = 'Bad')
    AND g.gender = 'Female';","SELECT 
    (COUNT(CASE WHEN s.gender_id = g.id AND g.gender = 'Female' THEN 1 END) * 100.0 / COUNT(*)) AS percentage_of_female_superheroes
FROM 
    superhero s
    JOIN alignment a ON s.alignment_id = a.id
    JOIN gender g ON s.gender_id = g.id
WHERE 
    a.alignment = 'bad';",1,0,superhero,"Among the bad superheroes, what is the percentage of female superheroes?",SELECT CAST(COUNT(CASE WHEN T3.gender = 'Female' THEN T1.id ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id INNER JOIN gender AS T3 ON T1.gender_id = T3.id WHERE T2.alignment = 'Bad'
58,820,SELECT T2.attribute_value FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id INNER JOIN attribute AS T3 ON T2.attribute_id = T3.id WHERE T1.superhero_name = 'Hulk' AND T3.attribute_name = 'Strength',"SELECT ha.attribute_value
FROM hero_attribute ha
JOIN superhero s ON ha.hero_id = s.id
JOIN attribute a ON ha.attribute_id = a.id
WHERE s.superhero_name = 'Hulk' AND a.attribute_name = 'Strength';","SELECT ha.attribute_value
FROM superhero s
JOIN hero_attribute ha ON s.id = ha.hero_id
JOIN attribute a ON ha.attribute_id = a.id
WHERE s.superhero_name = 'Hulk'
AND a.attribute_name = 'strength';",1,0,superhero,How strong is the Hulk?,SELECT T2.attribute_value FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id INNER JOIN attribute AS T3 ON T2.attribute_id = T3.id WHERE T1.superhero_name = 'Hulk' AND T3.attribute_name = 'Strength'
59,822,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id INNER JOIN colour AS T3 ON T1.skin_colour_id = T3.id WHERE T2.alignment = 'Bad' AND T3.colour = 'Green',"SELECT COUNT(*)
FROM superhero
JOIN alignment ON superhero.alignment_id = alignment.id
JOIN colour ON superhero.skin_colour_id = colour.id
WHERE colour.colour = 'Green' AND alignment.alignment = 'Bad';","SELECT COUNT(*)
FROM superhero
JOIN colour ON superhero.skin_colour_id = colour.id
JOIN alignment ON superhero.alignment_id = alignment.id
WHERE colour.colour = 'green' AND alignment.alignment = 'villain';",1,0,superhero,How many green-skinned villains are there in the superhero universe?,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id INNER JOIN colour AS T3 ON T1.skin_colour_id = T3.id WHERE T2.alignment = 'Bad' AND T3.colour = 'Green'
60,828,SELECT COUNT(T3.superhero_name) FROM hero_attribute AS T1 INNER JOIN attribute AS T2 ON T1.attribute_id = T2.id INNER JOIN superhero AS T3 ON T1.hero_id = T3.id WHERE T2.attribute_name = 'Speed' ORDER BY T1.attribute_value DESC LIMIT 1,"SELECT COUNT(*) 
FROM hero_attribute AS ha
JOIN attribute AS a ON ha.attribute_id = a.id
WHERE a.attribute_name = 'Speed'
ORDER BY ha.attribute_value DESC
LIMIT 1;","SELECT COUNT(*)
FROM hero_attribute
JOIN attribute ON hero_attribute.attribute_id = attribute.id
WHERE attribute.attribute_name = 'speed'
ORDER BY hero_attribute.attribute_value DESC
LIMIT 1;",1,0,superhero,Count the fastest superheroes.,SELECT COUNT(T3.superhero_name) FROM hero_attribute AS T1 INNER JOIN attribute AS T2 ON T1.attribute_id = T2.id INNER JOIN superhero AS T3 ON T1.hero_id = T3.id WHERE T2.attribute_name = 'Speed' ORDER BY T1.attribute_value DESC LIMIT 1
61,830,SELECT T3.attribute_name FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id INNER JOIN attribute AS T3 ON T2.attribute_id = T3.id WHERE T1.superhero_name = 'Black Panther' ORDER BY T2.attribute_value ASC LIMIT 1,"SELECT a.attribute_name
FROM superhero AS s
JOIN hero_attribute AS ha ON s.id = ha.hero_id
JOIN attribute AS a ON ha.attribute_id = a.id
WHERE s.superhero_name = 'Black Panther'
ORDER BY ha.attribute_value ASC
LIMIT 1;","SELECT a.attribute_name, ha.attribute_value
FROM superhero s
JOIN hero_attribute ha ON s.id = ha.hero_id
JOIN attribute a ON ha.attribute_id = a.id
WHERE s.superhero_name = 'Black Panther'
ORDER BY ha.attribute_value ASC
LIMIT 1;",1,0,superhero,Identify the weakest attribute of the Black Panther.,SELECT T3.attribute_name FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id INNER JOIN attribute AS T3 ON T2.attribute_id = T3.id WHERE T1.superhero_name = 'Black Panther' ORDER BY T2.attribute_value ASC LIMIT 1
62,835,SELECT CAST(COUNT(CASE WHEN T3.alignment = 'Good' THEN T1.id ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN alignment AS T3 ON T1.alignment_id = T3.id WHERE T2.publisher_name = 'Marvel Comics',"SELECT 
    (COUNT(CASE WHEN a.alignment = 'Good' THEN 1 END) * 100.0 / COUNT(*)) AS good_superheroes_percentage
FROM 
    superhero s
JOIN 
    alignment a ON s.alignment_id = a.id
JOIN 
    publisher p ON s.publisher_id = p.id
WHERE 
    p.publisher_name = 'Marvel Comics';","SELECT 
    (COUNT(*) * 100.0 / (SELECT COUNT(*) FROM superhero WHERE publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics'))) AS good_superheroes_percentage
FROM 
    superhero
WHERE 
    alignment_id = (SELECT id FROM alignment WHERE alignment = 'good') 
    AND publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics')",1,0,superhero,"Among all superheroes in Marvel Comics, identify the percentage of 'good' superheroes.",SELECT CAST(COUNT(CASE WHEN T3.alignment = 'Good' THEN T1.id ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN alignment AS T3 ON T1.alignment_id = T3.id WHERE T2.publisher_name = 'Marvel Comics'
63,836,SELECT COUNT(id) FROM superhero WHERE full_name LIKE 'John%',"SELECT COUNT(*) 
FROM superhero 
WHERE full_name LIKE 'John%'","SELECT COUNT(*) 
FROM superhero 
WHERE full_name LIKE 'John %'",1,0,superhero,What is the total number of superheroes that have John as their first name?,SELECT COUNT(id) FROM superhero WHERE full_name LIKE 'John%'
64,839,SELECT T1.full_name FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T1.weight_kg < 100 AND T2.colour = 'Brown',"SELECT s.full_name
FROM superhero s
JOIN colour c ON s.eye_colour_id = c.id
WHERE s.weight_kg < 100 AND c.colour = 'Brown';","SELECT s.full_name
FROM superhero s
JOIN colour c ON s.eye_colour_id = c.id
WHERE s.weight_kg < 100 AND c.colour = 'brown'",1,0,superhero,"In superheroes with weight less than 100, list the full name of the superheroes with brown eyes.",SELECT T1.full_name FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T1.weight_kg < 100 AND T2.colour = 'Brown'
65,842,SELECT AVG(T1.height_cm) FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id WHERE T2.alignment = 'Neutral',"SELECT AVG(height_cm) AS average_height
FROM superhero
JOIN alignment ON superhero.alignment_id = alignment.id
WHERE alignment.alignment = 'Neutral';","SELECT AVG(height_cm)
FROM superhero
JOIN alignment ON superhero.alignment_id = alignment.id
WHERE alignment.alignment = 'neutral';",1,0,superhero,Calculate the average height of all neutral superheroes.,SELECT AVG(T1.height_cm) FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id WHERE T2.alignment = 'Neutral'
66,858,SELECT T2.nationality FROM constructorResults AS T1 INNER JOIN constructors AS T2 ON T2.constructorId = T1.constructorId WHERE T1.raceId = 24 AND T1.points = 1,"SELECT nationality
FROM constructors c
JOIN results r ON c.constructorId = r.constructorId
WHERE r.points = 1 AND r.raceId = 24;","SELECT c.country
FROM constructors c
JOIN constructorResults cr ON cr.constructorId = c.constructorId
WHERE cr.raceId = 24 AND cr.points = 1",1,0,formula_1,Which country is the constructor which got 1 point in the race No. 24 from?,SELECT T2.nationality FROM constructorResults AS T1 INNER JOIN constructors AS T2 ON T2.constructorId = T1.constructorId WHERE T1.raceId = 24 AND T1.points = 1
67,863,SELECT T2.url FROM races AS T1 INNER JOIN seasons AS T2 ON T2.year = T1.year WHERE T1.raceId = 901,"SELECT seasons.url
FROM races
JOIN seasons ON races.year = seasons.year
WHERE races.raceId = 901;","SELECT s.year, s.url
FROM races r
JOIN seasons s ON r.year = s.year
WHERE r.raceId = 901",1,0,formula_1,Show me the season page of year when the race No. 901 took place.,SELECT T2.url FROM races AS T1 INNER JOIN seasons AS T2 ON T2.year = T1.year WHERE T1.raceId = 901
68,874,"SELECT T3.forename, T3.surname FROM races AS T1 INNER JOIN results AS T2 ON T2.raceId = T1.raceId INNER JOIN drivers AS T3 ON T3.driverId = T2.driverId WHERE T1.year = 2006 AND T1.name = 'San Marino Grand Prix' AND T2.position = 2","SELECT d.forename, d.surname
FROM results r
JOIN races ra ON r.raceId = ra.raceId
JOIN drivers d ON r.driverId = d.driverId
WHERE ra.name = 'San Marino Grand Prix' AND ra.year = 2006 AND r.position = 2;","SELECT d.forename, d.surname, r.position
FROM results r
JOIN drivers d ON r.driverId = d.driverId
JOIN races ra ON r.raceId = ra.raceId
WHERE ra.name = 'San Marino Grand Prix' AND ra.year = 2006 AND r.position = 2",1,0,formula_1,Who finished second in the San Marino Grand Prix in 2006?,"SELECT T3.forename, T3.surname FROM races AS T1 INNER JOIN results AS T2 ON T2.raceId = T1.raceId INNER JOIN drivers AS T3 ON T3.driverId = T2.driverId WHERE T1.year = 2006 AND T1.name = 'San Marino Grand Prix' AND T2.position = 2"
