,database_name,table_name,original_column_name,column_name,column_description,data_format,value_description
280,card_games,cards.csv,colorIndicator,color Indicator,A list of all the colors in the color indicator (The symbol prefixed to a card's types).,text,
281,card_games,cards.csv,colors,,A list of all the colors in manaCost and colorIndicator. ,text,"Some cards may not have values, such as cards with ""Devoid"" in its text."
282,card_games,cards.csv,convertedManaCost,converted Mana Cost,The converted mana cost of the card. Use the manaValue property.,real,"if value is higher, it means that this card cost more converted mana "
283,card_games,cards.csv,duelDeck,duel Deck,The indicator for which duel deck the card is in.,text,
284,card_games,cards.csv,edhrecRank,rec Rank in edh,The card rank on EDHRec,integer,
285,card_games,cards.csv,faceConvertedManaCost,face Converted Mana Cost,The converted mana cost or mana value for the face for either half or part of the card. ,real,"if value is higher, it means that this card cost more converted mana for the face"
286,card_games,cards.csv,faceName,face Name,The name on the face of the card.,text,
287,card_games,cards.csv,flavorName,flavor Name,The promotional card name printed above the true card name on special cards that has no game function.,text,The promotional card name printed above the true card name on special cards that has no game function.
288,card_games,cards.csv,flavorText,flavor Text,The italicized text found below the rules text that has no game function.,text,The italicized text found below the rules text that has no game function.
289,card_games,cards.csv,frameEffects,frame Effects,The visual frame effects.,text,"""colorshifted"", ""companion"", ""compasslanddfc"", ""devoid"", ""draft"", ""etched"", ""extendedart"", ""fullart"", ""inverted"", ""legendary"", ""lesson"", ""miracle"", ""mooneldrazidfc"", ""nyxtouched"", ""originpwdfc"", ""showcase"", ""snow"", ""sunmoondfc"", ""textless"", ""tombstone"", ""waxingandwaningmoondfc"""
290,card_games,cards.csv,frameVersion,frame Version,The version of the card frame style.,text,"""1993"", ""1997"", ""2003"", ""2015"", ""future"""
291,card_games,cards.csv,hand,,The starting maximum hand size total modifier. ,text,"A + or - character precedes an integer. 
commonsense evidence:
positive maximum hand size: +1, +2, ....
negative maximum hand size: -1, ....
neural maximum hand size: 0...."
292,card_games,cards.csv,hasAlternativeDeckLimit,has Alternative Deck Limit,If the card allows a value other than 4 copies in a deck.,integer,0: disallow 1: allow
293,card_games,cards.csv,hasContentWarning,has Content Warning,If the card marked by Wizards of the Coast (opens new window) for having sensitive content. See this official article (opens new window) for more information.,integer,"0: doesn't have 1: has sensitve content or Wizards of the Coast
commonsense evidence:
Cards with this property may have missing or degraded properties and values. "
294,card_games,cards.csv,hasFoil,has Foil,If the card can be found in foil,integer,0: cannot be found 1: can be found
295,card_games,cards.csv,hasNonFoil,has Non Foil,If the card can be found in non-foil,integer,0: cannot be found 1: can be found
296,card_games,cards.csv,isAlternative,is Alternative,If the card is an alternate variation to an original printing,integer,0: is not 1: is
297,card_games,cards.csv,isFullArt,is Full Art,If the card has full artwork.,integer,"0: doesn't have, 1: has full artwork"
298,card_games,cards.csv,isOnlineOnly,is Online Only,If the card is only available in online game variations.,integer,0: is not 1: is
299,card_games,cards.csv,isOversized,is Oversized,If the card is oversized.,integer,0: is not 1: is
300,card_games,cards.csv,isPromo,is Promotion,If the card is a promotional printing.,integer,0: is not 1: is
301,card_games,cards.csv,isReprint,is Reprint,If the card has been reprinted.,integer,0: has not 1: has not been
302,card_games,cards.csv,isReserved,is Reserved,If the card is on the Magic: The Gathering Reserved List (opens new window),integer,"If the card is on the Magic, it will appear in The Gathering Reserved List"
303,card_games,cards.csv,isStarter,is Starter,If the card is found in a starter deck such as Planeswalker/Brawl decks.,integer,0: is not 1: is
304,card_games,cards.csv,isStorySpotlight,is Story Spotlight,If the card is a Story Spotlight card.,integer,0: is not 1: is
305,card_games,cards.csv,isTextless,is Text less,If the card does not have a text box.,integer,"commonsense evidence:
0: has a text box;
1: doesn't have a text box;"
306,card_games,cards.csv,isTimeshifted,is Time shifted,If the card is time shifted,integer,"commonsense evidence:
If the card is ""timeshifted"", a feature of certain sets where a card will have a different frameVersion."
307,card_games,cards.csv,keywords,,A list of keywords found on the card.,text,
308,card_games,cards.csv,layout,,"The type of card layout. For a token card, this will be ""token""",text,
309,card_games,cards.csv,leadershipSkills,leadership Skills,A list of formats the card is legal to be a commander in,text,
310,card_games,cards.csv,life,,The starting life total modifier. A plus or minus character precedes an integer.,text,
311,card_games,cards.csv,loyalty,,The starting loyalty value of the card.,text,"Used only on cards with ""Planeswalker"" in its types. empty means unkown"
312,card_games,cards.csv,manaCost,mana Cost ,The mana cost of the card wrapped in brackets for each value.,text,"commonsense evidence:
manaCost is unconverted mana cost"
313,card_games,cards.csv,mcmId,,,text,NOT USEFUL
314,card_games,cards.csv,mcmMetaId,,,text,NOT USEFUL
315,card_games,cards.csv,mtgArenaId,,,text,NOT USEFUL
316,card_games,cards.csv,mtgjsonV4Id,,,text,NOT USEFUL
317,card_games,cards.csv,mtgoFoilId,,,text,NOT USEFUL
318,card_games,cards.csv,mtgoId,,,text,NOT USEFUL
319,card_games,cards.csv,multiverseId,,,text,NOT USEFUL
320,card_games,cards.csv,name,,The name of the card.,text,"Cards with multiple faces, like ""Split"" and ""Meld"" cards are given a delimiter."
321,card_games,cards.csv,number,,The number of the card,text,
322,card_games,cards.csv,originalReleaseDate,,original Release Date,text,"The original release date in ISO 8601(opens new window) format for a promotional card printed outside of a cycle window, such as Secret Lair Drop promotions."
323,card_games,cards.csv,originalText,,original Text,text,The text on the card as originally printed.
324,card_games,cards.csv,originalType,,original Type,text,The type of the card as originally printed. Includes any supertypes and subtypes.
325,card_games,cards.csv,otherFaceIds,,other Face Ids,text,"A list of card UUID's to this card's counterparts, such as transformed or melded faces."
326,card_games,cards.csv,power,,The power of the card.,text,"commonsense evidence:
∞ means infinite power
null or * refers to unknown power"
327,card_games,cards.csv,printings,,"A list of set printing codes the card was printed in, formatted in uppercase.",text,
328,card_games,cards.csv,promoTypes,promo Types,A list of promotional types for a card.,text,"""arenaleague"", ""boosterfun"", ""boxtopper"", ""brawldeck"", ""bundle"", ""buyabox"", ""convention"", ""datestamped"", ""draculaseries"", ""draftweekend"", ""duels"", ""event"", ""fnm"", ""gameday"", ""gateway"", ""giftbox"", ""gilded"", ""godzillaseries"", ""instore"", ""intropack"", ""jpwalker"", ""judgegift"", ""league"", ""mediainsert"", ""neonink"", ""openhouse"", ""planeswalkerstamped"", ""playerrewards"", ""playpromo"", ""premiereshop"", ""prerelease"", ""promopack"", ""release"", ""setpromo"", ""stamped"", ""textured"", ""themepack"", ""thick"", ""tourney"", ""wizardsplaynetwork"""
329,card_games,cards.csv,purchaseUrls,purchase Urls,Links that navigate to websites where the card can be purchased.,text,
330,card_games,cards.csv,rarity,,The card printing rarity.,text,
331,card_games,cards.csv,scryfallId,,,text,NOT USEFUL
332,card_games,cards.csv,scryfallIllustrationId,,,text,NOT USEFUL
333,card_games,cards.csv,scryfallOracleId,,,text,NOT USEFUL
334,card_games,cards.csv,setCode,Set Code,The set printing code that the card is from.,text,
335,card_games,cards.csv,side,,The identifier of the card side. ,text,"Used on cards with multiple faces on the same card.
commonsense evidence:
if this value is empty, then it means this card doesn't have multiple faces on the same card."
336,card_games,cards.csv,subtypes,,A list of card subtypes found after em-dash.,text,
337,card_games,cards.csv,supertypes,super types,A list of card supertypes found before em-dash.,text,"commonsense evidence:
list of all types should be the union of subtypes and supertypes"
338,card_games,cards.csv,tcgplayerProductId,tcg player ProductId,,text,
339,card_games,cards.csv,text,,The rules text of the card.,text,
340,card_games,cards.csv,toughness,,The toughness of the card.,text,
341,card_games,cards.csv,type,,"The type of the card as visible, including any supertypes and subtypes.",text,"""Artifact"", ""Card"", ""Conspiracy"", ""Creature"", ""Dragon"", ""Dungeon"", ""Eaturecray"", ""Elemental"", ""Elite"", ""Emblem"", ""Enchantment"", ""Ever"", ""Goblin"", ""Hero"", ""Instant"", ""Jaguar"", ""Knights"", ""Land"", ""Phenomenon"", ""Plane"", ""Planeswalker"", ""Scariest"", ""Scheme"", ""See"", ""Sorcery"", ""Sticker"", ""Summon"", ""Token"", ""Tribal"", ""Vanguard"", ""Wolf"", ""You’ll"", ""instant"""
342,card_games,cards.csv,types,,"A list of all card types of the card, including Un‑sets and gameplay variants.",text,
343,card_games,cards.csv,uuid,,The universal unique identifier (v5) generated by MTGJSON. Each entry is unique.,text,NOT USEFUL
344,card_games,cards.csv,variations,,,text,
345,card_games,cards.csv,watermark,,The name of the watermark on the card.,text,
346,card_games,sets.csv,id,,unique id identifying this set,integer,
347,card_games,sets.csv,baseSetSize,base Set Size,The number of cards in the set.,integer,
348,card_games,sets.csv,block,,The block name the set was in.,text,
349,card_games,sets.csv,booster,,A breakdown of possibilities and weights of cards in a booster pack.,text,
350,card_games,sets.csv,code,,The set code for the set.,text,
351,card_games,sets.csv,isFoilOnly,is Foil Only,If the set is only available in foil.,integer,
352,card_games,sets.csv,isForeignOnly,is Foreign Only,If the set is available only outside the United States of America.,integer,
353,card_games,sets.csv,isNonFoilOnly,is Non Foil Only,If the set is only available in non-foil.,integer,
354,card_games,sets.csv,isOnlineOnly,is Online Only,If the set is only available in online game variations.,integer,
355,card_games,sets.csv,isPartialPreview,is Partial Preview,If the set is still in preview (spoiled). Preview sets do not have complete data.,integer,
356,card_games,sets.csv,keyruneCode,keyrune Code,The matching Keyrune code for set image icons.,text,
357,card_games,sets.csv,mcmId,magic card market id,The Magic Card Marketset identifier.,integer,
358,card_games,sets.csv,mcmIdExtras,magic card market ID Extras,The split Magic Card Market set identifier if a set is printed in two sets. This identifier represents the second set's identifier.,integer,
359,card_games,sets.csv,mcmName,magic card market name ,,text,
360,card_games,sets.csv,mtgoCode,magic the gathering online code,The set code for the set as it appears on Magic: The Gathering Online,text,"commonsense evidence:
if the value is null or empty, then it doesn't appear on Magic: The Gathering Online"
361,card_games,sets.csv,name,,The name of the set.,text,
362,card_games,sets.csv,parentCode,parent Code,"The parent set code for set variations like promotions, guild kits, etc.",text,
363,card_games,sets.csv,releaseDate,release Date,The release date in ISO 8601 format for the set.,date,
364,card_games,sets.csv,tcgplayerGroupId,tcg player Group Id,The group identifier of the set on TCGplayer,integer,
365,card_games,sets.csv,totalSetSize,total Set Size,"The total number of cards in the set, including promotional and related supplemental products but excluding Alchemy modifications - however those cards are included in the set itself.",integer,
366,card_games,sets.csv,type,,The expansion type of the set.,text,"""alchemy"", ""archenemy"", ""arsenal"", ""box"", ""commander"", ""core"", ""draft_innovation"", ""duel_deck"", ""expansion"", ""from_the_vault"", ""funny"", ""masterpiece"", ""masters"", ""memorabilia"", ""planechase"", ""premium_deck"", ""promo"", ""spellbook"", ""starter"", ""token"", ""treasure_chest"", ""vanguard"""
367,card_games,foreign_data.csv,id,,unique id number identifying this row of data,integer,
368,card_games,foreign_data.csv,flavorText,flavor Text,The foreign flavor text of the card.,text,
369,card_games,foreign_data.csv,language,,The foreign language of card.,text,
370,card_games,foreign_data.csv,multiverseid,,The foreign multiverse identifier of the card.,integer,
371,card_games,foreign_data.csv,name,,The foreign name of the card.,text,
372,card_games,foreign_data.csv,text,,The foreign text ruling of the card.,text,
373,card_games,foreign_data.csv,type,,The foreign type of the card. Includes any supertypes and subtypes.,text,
374,card_games,foreign_data.csv,uuid,,,text,
375,european_football_2,Player.csv,id,,the unique id for players,integer,
376,european_football_2,Player.csv,player_api_id,player api id,the id of the player api,integer,
377,european_football_2,Player.csv,player_name,player name,player name,text,
378,european_football_2,Player.csv,player_fifa_api_id,player federation international football association api id,the id of the player fifa api,integer,
379,european_football_2,Player.csv,birthday,,the player's birthday,text,"e.g. 1992-02-29 00:00:00 
commonsense reasoning: 
Player A is older than player B means that A's birthday is earlier than B's"
380,european_football_2,Player.csv,height,,the player's height,integer,
381,european_football_2,Player.csv,weight,,the player's weight,integer,
382,european_football_2,Match.csv,id,,the unique id for matches,integer,
383,european_football_2,Match.csv,country_id,country id,country id,integer,
384,european_football_2,Match.csv,league_id,league id,league id,integer,
385,european_football_2,Match.csv,season,,the season of the match,text,
386,european_football_2,Match.csv,stage,,the stage of the match,integer,
387,european_football_2,Match.csv,date,,the date of the match,text,e.g. 2008-08-17 00:00:00
388,european_football_2,Match.csv,match_api_id,match api id,the id of the match api,integer,
389,european_football_2,Match.csv,home_team_api_id,home team api id,the id of the home team api,integer,
390,european_football_2,Match.csv,away_team_api_id,away team api id,the id of the away team api,integer,
391,european_football_2,Match.csv,home_team_goal,home team goal,the goal of the home team,integer,
392,european_football_2,Match.csv,away_team_goal,away team goal,the goal of the away team,integer,
393,european_football_2,Match.csv,home_player_X1,,,,
394,european_football_2,Match.csv,home_player_X2,,,,
395,european_football_2,Match.csv,home_player_X3,,,,
396,european_football_2,Match.csv,home_player_X4,,,,
397,european_football_2,Match.csv,home_player_X5,,,,
398,european_football_2,Match.csv,home_player_X6,,,,
399,european_football_2,Match.csv,home_player_X7,,,,
400,european_football_2,Match.csv,home_player_X8,,,,
401,european_football_2,Match.csv,home_player_X9,,,,
402,european_football_2,Match.csv,home_player_X10,,,,
403,european_football_2,Match.csv,home_player_X11,,,,
404,european_football_2,Match.csv,away_player_X1,,,,
405,european_football_2,Match.csv,away_player_X2,,,,
406,european_football_2,Match.csv,away_player_X3,,,,
407,european_football_2,Match.csv,away_player_X4,,,,
408,european_football_2,Match.csv,away_player_X5,,,,
409,european_football_2,Match.csv,away_player_X6,,,,
410,european_football_2,Match.csv,away_player_X7,,,,
411,european_football_2,Match.csv,away_player_X8,,,,
412,european_football_2,Match.csv,away_player_X9,,,,
413,european_football_2,Match.csv,away_player_X10,,,,
414,european_football_2,Match.csv,away_player_X11,,,,
415,european_football_2,Match.csv,home_player_Y1,,,,
416,european_football_2,Match.csv,home_player_Y2,,,,
417,european_football_2,Match.csv,home_player_Y3,,,,
418,european_football_2,Match.csv,home_player_Y4,,,,
419,european_football_2,Match.csv,home_player_Y5,,,,
420,european_football_2,Match.csv,home_player_Y6,,,,
421,european_football_2,Match.csv,home_player_Y7,,,,
422,european_football_2,Match.csv,home_player_Y8,,,,
423,european_football_2,Match.csv,home_player_Y9,,,,
424,european_football_2,Match.csv,home_player_Y10,,,,
425,european_football_2,Match.csv,home_player_Y11,,,,
426,european_football_2,Match.csv,away_player_Y1,,,,
427,european_football_2,Match.csv,away_player_Y2,,,,
428,european_football_2,Match.csv,away_player_Y3,,,,
429,european_football_2,Match.csv,away_player_Y4,,,,
430,european_football_2,Match.csv,away_player_Y5,,,,
431,european_football_2,Match.csv,away_player_Y6,,,,
432,european_football_2,Match.csv,away_player_Y7,,,,
433,european_football_2,Match.csv,away_player_Y8,,,,
434,european_football_2,Match.csv,away_player_Y9,,,,
435,european_football_2,Match.csv,away_player_Y10,,,,
436,european_football_2,Match.csv,away_player_Y11,,,,
437,european_football_2,Match.csv,home_player_1,,,,
438,european_football_2,Match.csv,home_player_2,,,,
439,european_football_2,Match.csv,home_player_3,,,,
440,european_football_2,Match.csv,home_player_4,,,,
441,european_football_2,Match.csv,home_player_5,,,,
442,european_football_2,Match.csv,home_player_6,,,,
443,european_football_2,Match.csv,home_player_7,,,,
444,european_football_2,Match.csv,home_player_8,,,,
445,european_football_2,Match.csv,home_player_9,,,,
446,european_football_2,Match.csv,home_player_10,,,,
447,european_football_2,Match.csv,home_player_11,,,,
448,european_football_2,Match.csv,away_player_1,,,,
449,european_football_2,Match.csv,away_player_2,,,,
450,european_football_2,Match.csv,away_player_3,,,,
451,european_football_2,Match.csv,away_player_4,,,,
452,european_football_2,Match.csv,away_player_5,,,,
453,european_football_2,Match.csv,away_player_6,,,,
454,european_football_2,Match.csv,away_player_7,,,,
455,european_football_2,Match.csv,away_player_8,,,,
456,european_football_2,Match.csv,away_player_9,,,,
457,european_football_2,Match.csv,away_player_10,,,,
458,european_football_2,Match.csv,away_player_11,,,,
459,european_football_2,Match.csv,goal,,the goal of the match,text,
460,european_football_2,Match.csv,shoton,shot on,the shot on goal of the match,text,"commonsense reasoning: 
A shot on goal is a shot that enters the goal or would have entered the goal if it had not been blocked by the goalkeeper or another defensive player.
"
461,european_football_2,Match.csv,shotoff,shot off,"the shot off goal of the match, which is the opposite of shot on",text,
462,european_football_2,Match.csv,foulcommit,foul commit,the fouls occurred in the match,text,
463,european_football_2,Match.csv,card,,the cards given in the match,text,
464,european_football_2,Match.csv,cross,,Balls sent into the opposition team's area from a wide position in the match,text,
465,european_football_2,Match.csv,corner,,Ball goes out of play for a corner kick in the match,text,
466,european_football_2,Match.csv,possession,,The duration from a player taking over the ball in the match,text,
467,european_football_2,Match.csv,B365H,,,,
468,european_football_2,Match.csv,B365D,,,,
469,european_football_2,Match.csv,B365A,,,,
470,european_football_2,Match.csv,BWH,,,,
471,european_football_2,Match.csv,BWD,,,,
472,european_football_2,Match.csv,BWA,,,,
473,european_football_2,Match.csv,IWH,,,,
474,european_football_2,Match.csv,IWD,,,,
475,european_football_2,Match.csv,IWA,,,,
476,european_football_2,Match.csv,LBH,,,,
477,european_football_2,Match.csv,LBD,,,,
478,european_football_2,Match.csv,LBA,,,,
479,european_football_2,Match.csv,PSH,,,,
480,european_football_2,Match.csv,PSD,,,,
481,european_football_2,Match.csv,PSA,,,,
482,european_football_2,Match.csv,WHH,,,,
483,european_football_2,Match.csv,WHD,,,,
484,european_football_2,Match.csv,WHA,,,,
485,european_football_2,Match.csv,SJH,,,,
486,european_football_2,Match.csv,SJD,,,,
487,european_football_2,Match.csv,SJA,,,,
488,european_football_2,Match.csv,VCH,,,,
489,european_football_2,Match.csv,VCD,,,,
490,european_football_2,Match.csv,VCA,,,,
491,european_football_2,Match.csv,GBH,,,,
492,european_football_2,Match.csv,GBD,,,,
493,european_football_2,Match.csv,GBA,,,,
494,european_football_2,Match.csv,BSH,,,,
495,european_football_2,Match.csv,BSD,,,,
496,european_football_2,Match.csv,BSA,,,,
497,european_football_2,League.csv,id,,the unique id for leagues,integer,
498,european_football_2,League.csv,country_id,country id,the unique id for countries,integer,
499,european_football_2,League.csv,name,,league name,text,
500,european_football_2,Country.csv,id,,the unique id for countries,integer,
501,european_football_2,Country.csv,name,,country name,text,
502,european_football_2,Player_Attributes.csv,id,,the unique id for players,integer,
503,european_football_2,Player_Attributes.csv,player_fifa_api_id,player federation international football association api id,the id of the player fifa api,integer,
504,european_football_2,Player_Attributes.csv,player_api_id,player api id,the id of the player api,integer,
505,european_football_2,Player_Attributes.csv,date,,date,text,e.g. 2016-02-18 00:00:00
506,european_football_2,Player_Attributes.csv,overall_rating,,the overall rating of the player,integer,"commonsense reasoning: 
The rating is between 0-100 which is calculated by FIFA.
 Higher overall rating means the player has a stronger overall strength."
507,european_football_2,Player_Attributes.csv,potential,,potential of the player,integer,"commonsense reasoning: 
The potential score is between 0-100 which is calculated by FIFA.
 Higher potential score means that the player has more potential"
508,european_football_2,Player_Attributes.csv,preferred_foot,preferred foot,the player's preferred foot when attacking,text,right/ left
509,european_football_2,Player_Attributes.csv,attacking_work_rate,attacking work rate,the player's attacking work rate,text,"commonsense reasoning: 
 high: implies that the player is going to be in all of your attack moves
 medium: implies that the player will select the attack actions he will join in
 low: remain in his position while the team attacks "
510,european_football_2,Player_Attributes.csv,defensive_work_rate,,the player's defensive work rate,text,"commonsense reasoning: 
 high: remain in his position and defense while the team attacks 
 medium: implies that the player will select the defensive actions he will join in
 low: implies that the player is going to be in all of your attack moves instead of defensing"
511,european_football_2,Player_Attributes.csv,crossing,,the player's crossing score ,integer,"commonsense reasoning: 
Cross is a long pass into the opponent's goal towards the header of sixth-yard teammate.
 The crossing score is between 0-100 which measures the tendency/frequency of crosses in the box.
 Higher potential score means that the player performs better in crossing actions. "
512,european_football_2,Player_Attributes.csv,finishing,,the player's finishing rate,integer,0-100 which is calculated by FIFA
513,european_football_2,Player_Attributes.csv,heading_accuracy,heading accuracy,the player's heading accuracy,integer,0-100 which is calculated by FIFA
514,european_football_2,Player_Attributes.csv,short_passing,short passing,the player's short passing score,integer,0-100 which is calculated by FIFA
515,european_football_2,Player_Attributes.csv,volleys,,the player's volley score,integer,0-100 which is calculated by FIFA
516,european_football_2,Player_Attributes.csv,dribbling,,the player's dribbling score,integer,0-100 which is calculated by FIFA
517,european_football_2,Player_Attributes.csv,curve,,the player's curve score,integer,0-100 which is calculated by FIFA
518,european_football_2,Player_Attributes.csv,free_kick_accuracy,free kick accuracy,the player's free kick accuracy,integer,0-100 which is calculated by FIFA
519,european_football_2,Player_Attributes.csv,long_passing,long passing,the player's long passing score,integer,0-100 which is calculated by FIFA
520,european_football_2,Player_Attributes.csv,ball_control,ball control,the player's ball control score,integer,0-100 which is calculated by FIFA
521,european_football_2,Player_Attributes.csv,acceleration,,the player's acceleration score,integer,0-100 which is calculated by FIFA
522,european_football_2,Player_Attributes.csv,sprint_speed,sprint speed,"the player's sprint speed
",integer,0-100 which is calculated by FIFA
523,european_football_2,Player_Attributes.csv,agility,,the player's agility,integer,0-100 which is calculated by FIFA
524,european_football_2,Player_Attributes.csv,reactions,,the player's reactions score,integer,0-100 which is calculated by FIFA
525,european_football_2,Player_Attributes.csv,balance,,the player's balance score,integer,0-100 which is calculated by FIFA
526,european_football_2,Player_Attributes.csv,shot_power,shot power,the player's shot power,integer,0-100 which is calculated by FIFA
527,european_football_2,Player_Attributes.csv,jumping,,the player's jumping score,integer,0-100 which is calculated by FIFA
528,european_football_2,Player_Attributes.csv,stamina,,the player's stamina score,integer,0-100 which is calculated by FIFA
529,european_football_2,Player_Attributes.csv,strength,,the player's strength score,integer,0-100 which is calculated by FIFA
530,european_football_2,Player_Attributes.csv,long_shots,long shots,the player's long shots score,integer,0-100 which is calculated by FIFA
531,european_football_2,Player_Attributes.csv,aggression,,the player's aggression score,integer,0-100 which is calculated by FIFA
532,european_football_2,Player_Attributes.csv,interceptions,,the player's interceptions score,integer,0-100 which is calculated by FIFA
533,european_football_2,Player_Attributes.csv,positioning,,"the player's 
positioning score
",integer,0-100 which is calculated by FIFA
534,european_football_2,Player_Attributes.csv,vision,,"the player's vision score
",integer,0-100 which is calculated by FIFA
535,european_football_2,Player_Attributes.csv,penalties,,"the player's penalties score
",integer,0-100 which is calculated by FIFA
536,european_football_2,Player_Attributes.csv,marking,,the player's markingscore,integer,0-100 which is calculated by FIFA
537,european_football_2,Player_Attributes.csv,standing_tackle,standing tackle,the player's standing tackle score,integer,0-100 which is calculated by FIFA
538,european_football_2,Player_Attributes.csv,sliding_tackle,sliding tackle,the player's sliding tackle score,integer,0-100 which is calculated by FIFA
539,european_football_2,Player_Attributes.csv,gk_diving,goalkeep diving,the player's goalkeep diving score,integer,0-100 which is calculated by FIFA
540,european_football_2,Player_Attributes.csv,gk_handling,goalkeep handling,the player's goalkeep diving score,integer,0-100 which is calculated by FIFA
541,european_football_2,Player_Attributes.csv,gk_kicking,goalkeep kicking,the player's goalkeep kicking score,integer,0-100 which is calculated by FIFA
542,european_football_2,Player_Attributes.csv,gk_positioning,goalkeep positioning,the player's goalkeep positioning score,integer,0-100 which is calculated by FIFA
543,european_football_2,Player_Attributes.csv,gk_reflexes,goalkeep reflexes,the player's goalkeep reflexes score,integer,0-100 which is calculated by FIFA
544,european_football_2,Team.csv,id,,the unique id for teams,integer,
545,european_football_2,Team.csv,team_api_id,team api id,the id of the team api,integer,
546,european_football_2,Team.csv,team_fifa_api_id,team federation international football association api id,the id of the team fifa api,integer,
547,european_football_2,Team.csv,team_long_name,team long name,the team's long name,text,
548,european_football_2,Team.csv,team_short_name,team short name,the team's short name,text,
549,european_football_2,Team_Attributes.csv,id,,the unique id for teams,integer,
550,european_football_2,Team_Attributes.csv,team_fifa_api_id,team federation international football association api id,the id of the team fifa api,integer,
551,european_football_2,Team_Attributes.csv,team_api_id,team api id,the id of the team api,integer,
552,european_football_2,Team_Attributes.csv,date,,Date,text,e.g. 2010-02-22 00:00:00
553,european_football_2,Team_Attributes.csv,buildUpPlaySpeed,build Up Play Speed,the speed in which attacks are put together ,integer,the score which is between 1-00 to measure the team's attack speed
554,european_football_2,Team_Attributes.csv,buildUpPlaySpeedClass,build Up Play Speed Class,the speed class,text,"commonsense reasoning: 
 Slow: 1-33
 Balanced: 34-66
 Fast: 66-100"
555,european_football_2,Team_Attributes.csv,buildUpPlayDribbling,build Up Play Dribbling,the tendency/ frequency of dribbling,integer,
556,european_football_2,Team_Attributes.csv,buildUpPlayDribblingClass,build Up Play Dribbling Class,the dribbling class,text,"commonsense reasoning: 
 Little: 1-33
 Normal: 34-66
 Lots: 66-100"
557,european_football_2,Team_Attributes.csv,buildUpPlayPassing,build Up Play Passing,affects passing distance and support from teammates,integer,
558,european_football_2,Team_Attributes.csv,buildUpPlayPassingClass,build Up Play Passing Class,the passing class,text,"commonsense reasoning: 
 Short: 1-33
 Mixed: 34-66
 Long: 66-100"
559,european_football_2,Team_Attributes.csv,buildUpPlayPositioningClass,build Up Play Positioning Class,A team's freedom of movement in the 1st two thirds of the pitch,text,Organised / Free Form
560,european_football_2,Team_Attributes.csv,chanceCreationPassing,chance Creation Passing,Amount of risk in pass decision and run support,integer,
561,european_football_2,Team_Attributes.csv,chanceCreationPassingClass,chance Creation Passing Class,the chance creation passing class,text,"commonsense reasoning: 
 Safe: 1-33
 Normal: 34-66
 Risky: 66-100"
562,european_football_2,Team_Attributes.csv,chanceCreationCrossing,chance Creation Crossing,The tendency / frequency of crosses into the box,integer,
563,european_football_2,Team_Attributes.csv,chanceCreationCrossingClass,chance Creation Crossing Class,the chance creation crossing class,text,"commonsense reasoning: 
 Little: 1-33
 Normal: 34-66
 Lots: 66-100"
564,european_football_2,Team_Attributes.csv,chanceCreationShooting,chance Creation Shooting,The tendency / frequency of shots taken,integer,
565,european_football_2,Team_Attributes.csv,chanceCreationShootingClass,chance Creation Shooting Class,the chance creation shooting class,text,"commonsense reasoning: 
 Little: 1-33
 Normal: 34-66
 Lots: 66-100"
566,european_football_2,Team_Attributes.csv,chanceCreationPositioningClass,chance Creation Positioning Class,A teams freedom of movement in the final third of the pitch,text,Organised / Free Form
567,european_football_2,Team_Attributes.csv,defencePressure,defence Pressure,Affects how high up the pitch the team will start pressuring,integer,
568,european_football_2,Team_Attributes.csv,defencePressureClass,defence Pressure Class,the defence pressure class,text,"commonsense reasoning: 
 Deep: 1-33
 Medium: 34-66
 High: 66-100"
569,european_football_2,Team_Attributes.csv,defenceAggression,defence Aggression,Affect the teams approach to tackling the ball possessor,integer,
570,european_football_2,Team_Attributes.csv,defenceAggressionClass,defence Aggression Class,the defence aggression class,text,"commonsense reasoning: 
 Contain: 1-33
 Press: 34-66
 Double: 66-100"
571,european_football_2,Team_Attributes.csv,defenceTeamWidth,defence Team Width,Affects how much the team will shift to the ball side,integer,
572,european_football_2,Team_Attributes.csv,defenceTeamWidthClass,defence Team Width Class,the defence team width class,text,"commonsense reasoning: 
 Narrow: 1-33
 Normal: 34-66
 Wide: 66-100"
573,european_football_2,Team_Attributes.csv,defenceDefenderLineClass,defence Defender Line Class,Affects the shape and strategy of the defence,text,Cover/ Offside Trap
574,thrombosis_prediction,Laboratory.csv,ID,,identification of the patient,integer,
575,thrombosis_prediction,Laboratory.csv,Date,,Date of the laboratory tests (YYMMDD),date,
576,thrombosis_prediction,Laboratory.csv,GOT,AST glutamic oxaloacetic transaminase,AST glutamic oxaloacetic transaminase,integer,"Commonsense evidence:

Normal range: N < 60"
577,thrombosis_prediction,Laboratory.csv,GPT,ALT glutamic pyruvic transaminase,ALT glutamic pyruvic transaminase,integer,"Commonsense evidence:

Normal range: N < 60"
578,thrombosis_prediction,Laboratory.csv,LDH,lactate dehydrogenase,lactate dehydrogenase,integer,"Commonsense evidence:

Normal range: N < 500"
579,thrombosis_prediction,Laboratory.csv,ALP,alkaliphophatase,alkaliphophatase,integer,"Commonsense evidence:

Normal range: N < 300"
580,thrombosis_prediction,Laboratory.csv,TP,total protein,total protein,real,"Commonsense evidence:

Normal range: 6.0 < N < 8.5"
